name,lat,lon,country
FASSETT,45.65,-74.87,Canada
MONTEBELLO,45.65,-74.93,Canada
PAPINEAUVILLE,45.62,-75.02,Canada
THURSO,45.6,-75.23,Canada
ROCKLAND,45.55,-75.3,Canada
CUMBERLAND,45.52,-75.4,Canada
MASSON,45.53,-75.42,Canada
GATINEAU,45.48,-75.65,Canada
OTTAWA,45.43,-75.7,Canada
HULL,45.43,-75.7,Canada
COTEAU LANDING,45.25,-74.2,Canada
ST ZOTIQUE,45.25,-74.25,Canada
ST ANICET,45.13,-74.37,Canada
SOUTH LANCASTER,45.13,-74.5,Canada
CORNWALL,45.02,-74.73,Canada
CARDINAL,44.78,-75.38,Canada
LOWER LAKES TERMINAL,44.73,-75.47,Canada
BROCKVILLE,44.58,-75.67,Canada
ROCKPORT,44.38,-75.93,Canada
GANANOQUE,44.33,-76.17,Canada
WOLFE ISLAND,44.2,-76.43,Canada
OGDENSBURG,44.7,-75.5,United States
ALEXANDRIA BAY,44.33,-75.92,United States
CLAYTON,44.23,-76.05,United States
MILLHAVEN,44.2,-76.73,Canada
PICTON,44.02,-77.13,Canada
BELLEVILLE,44.15,-77.4,Canada
TRENTON,44.1,-77.57,Canada
COBOURG,43.95,-78.17,Canada
PORT HOPE,43.93,-78.28,Canada
PORT WHITBY,43.85,-78.93,Canada
PORT CREDIT,43.55,-79.58,Canada
CLARKSON,43.5,-79.6,Canada
OAKVILLE,43.43,-79.67,Canada
BRONTE,43.4,-79.72,Canada
PORT DALHOUSIE,43.22,-79.27,Canada
PORT WELLER,43.23,-79.22,Canada
WELLAND,43.0,-79.25,Canada
THOROLD,43.08,-79.72,Canada
ST CATHERINE,43.18,-79.28,Canada
NIAGARA,43.25,-79.07,Canada
QUEENSTON,43.17,-79.07,Canada
CHAUMONT,44.07,-76.13,United States
SACKETS HARBOR,43.95,-76.12,United States
SODUS BAY,43.27,-76.98,United States
ROCHESTER,43.27,-77.6,United States
YOUNGSTOWN,43.25,-79.05,United States
PORT COLBORNE,42.88,-79.25,Canada
PORT MAITLAND,42.85,-79.58,Canada
PORT DOVER,42.78,-80.2,Canada
PORT STANLEY,42.67,-81.2,Canada
RONDEAU,42.27,-81.9,Canada
PELEE I NORTH WHARF,41.82,-82.67,Canada
PELEE I WEST DOCK,41.77,-82.68,Canada
LEAMINGTON,42.03,-82.6,Canada
KINGSVILLE,42.02,-82.73,Canada
AMHERSTBURG,42.1,-83.1,Canada
WINDSOR,42.32,-83.03,Canada
TONAWANDA,43.03,-78.88,United States
DUNKIRK,42.48,-79.33,United States
ERIE,42.15,-80.1,United States
CONNEAUT,41.97,-80.55,United States
FAIRPORT,41.77,-81.3,United States
LORAIN,41.47,-82.18,United States
VERMILION,41.43,-82.37,United States
HURON,41.4,-82.55,United States
SANDUSKY,41.45,-82.72,United States
PORT CLINTON,41.52,-82.93,United States
PUT IN BAY,41.65,-82.82,United States
MONROE,41.88,-83.33,United States
TRENTON,42.13,-83.17,United States
WYANDOTTE,42.2,-83.15,United States
ROUGE RIVER,42.28,-83.12,United States
WALPOLE ISLAND,42.62,-82.52,Canada
SOMBRA,42.72,-82.48,Canada
COURTRIGHT,42.82,-82.47,Canada
POINT EDWARD,43.0,-82.42,Canada
GODERICH,43.75,-81.73,Canada
PORT ELGIN,44.43,-81.4,Canada
SOUTHAMPTON,44.5,-81.38,Canada
TOBERMORY,45.27,-81.67,Canada
LIONS HEAD,44.98,-81.25,Canada
WIARTON,44.75,-81.13,Canada
OWEN SOUND,44.58,-80.93,Canada
MEAFORD,44.62,-80.6,Canada
THORNBURY,44.57,-80.45,Canada
COLLINGWOOD,44.5,-80.23,Canada
PENETANGUISHENE,44.77,-79.93,Canada
MIDLAND,44.75,-79.92,Canada
TIFFIN,44.75,-79.85,Canada
PORT MCNICOLL,44.75,-79.8,Canada
VICTORIA HARBOUR,44.75,-79.82,Canada
WAUBAUSHENE,44.77,-79.72,Canada
PORT SEVERN,44.8,-79.72,Canada
DEPOT HARBOUR,45.32,-80.1,Canada
PARRY SOUND,45.33,-80.03,Canada
BYNG INLET,45.77,-80.57,Canada
KEY HARBOUR,45.88,-80.75,Canada
KILLARNEY,45.97,-81.52,Canada
MANITOWANING,45.75,-81.8,Canada
SHEGUIANDAH,45.9,-81.92,Canada
LITTLE CURRENT,45.98,-81.93,Canada
HONORA,45.87,-82.17,Canada
KAGAWONG,45.92,-82.25,Canada
GORE BAY,45.92,-82.47,Canada
MELDRUM BAY,45.93,-83.12,Canada
BLIND RIVER,46.18,-82.95,Canada
COCKBURN,45.95,-83.32,Canada
THESSALON,46.25,-83.57,Canada
BRUCE MINES,46.28,-83.78,Canada
HILTON,46.25,-83.88,Canada
DESBARATS,46.33,-83.92,Canada
RICHARDS LANDING,46.3,-84.03,Canada
SAULT STE MARIE,46.52,-84.35,Canada
ALGONAC,42.62,-82.52,United States
MARINE CITY,42.72,-82.5,United States
ST CLAIR,42.82,-82.48,United States
HARBOR BEACH,43.85,-82.65,United States
PORT HOPE,43.95,-82.7,United States
BAY CITY,43.6,-83.87,United States
SAGINAW,43.43,-83.93,United States
ALABASTER,44.18,-83.55,United States
TAWAS CITY,44.27,-83.5,United States
AU SABLE,44.4,-83.32,United States
OSCODA,44.42,-83.32,United States
ALPENA,45.07,-83.42,United States
ROCKPORT,45.2,-83.38,United States
CALCITE,45.42,-83.78,United States
ELIZABETH CITY,36.3,-76.22,United States
HERTFORD,36.18,-76.47,United States
EDENTON,36.05,-76.62,United States
PLYMOUTH,35.87,-76.75,United States
COLUMBIA,35.92,-76.25,United States
BELHAVEN,35.62,-76.62,United States
WASHINGTON,35.55,-77.05,United States
BAYBORO,35.15,-76.77,United States
NEW BERN,35.1,-77.05,United States
SWANSBORO,34.68,-77.13,United States
WRIGHTSVILLE,34.22,-77.82,United States
GEORGETOWN,33.37,-79.28,United States
PORT ROYAL,32.37,-80.68,United States
BEAUFORT,32.43,-80.67,United States
DARIEN,31.37,-81.43,United States
BRUNSWICK,31.15,-81.5,United States
FERNANDINA BEACH,30.68,-81.47,United States
MAYPORT,30.4,-81.43,United States
ST AUGUSTINE,29.9,-81.32,United States
CANAVERAL HARBOR,28.7,-80.62,United States
FORT PIERCE,27.47,-80.32,United States
TARPON SPRINGS,28.15,-82.77,United States
CARRABELLE,29.85,-84.67,United States
APALACHICOLA,29.72,-84.98,United States
PORT ST JOE,29.82,-85.32,United States
BILOXI,30.38,-88.88,United States
SLIDELL,30.27,-89.78,United States
MADISONVILLE,30.4,-90.15,United States
SOUTHWEST PASS,28.45,-90.7,United States
PORT OF MEMPHIS,35.07,-90.17,United States
TRI-CITY PORT,38.72,-90.2,United States
LOOP TERMINAL,28.88,-90.02,United States
GRAND ISLE,29.23,-90.0,United States
MORGAN CITY,29.7,-91.22,United States
HAYMARK TERMINAL,30.13,-93.32,United States
SABINE,29.72,-93.87,United States
ORANGE,30.08,-93.73,United States
PALACIOS,28.68,-96.22,United States
PORT OCONNOR,28.45,-96.4,United States
ROCKPORT,28.02,-97.05,United States
PORT ISABEL,26.08,-97.2,United States
MINATITLAN,17.9,-94.58,Mexico
DOS BOCAS TERMINAL,18.43,-93.22,Mexico
FRONTERA,18.53,-92.65,Mexico
CAMPECHE,19.85,-90.55,Mexico
PUERTO ESTE,16.08,-86.9,Honduras
LA CEIBA,15.78,-86.8,Honduras
COXEN HOLE,16.32,-86.55,Honduras
TRUJILLO,15.92,-85.95,Honduras
PUERTO CABEZAS,14.02,-83.38,Nicaragua
EL BLUFF,12.0,-83.7,Nicaragua
BLUEFIELDS,12.02,-83.75,Nicaragua
BOCAS DEL TORO,9.33,-82.23,Panama
IRELAND ISLAND,32.32,-64.83,Bermuda
CLIFTON PIER,25.0,-77.55,Bahamas
COCKBURN TOWN,24.05,-74.53,Bahamas
MATTHEW TOWN,20.95,-73.68,Bahamas
COCKBURN HARBOR,21.5,-71.53,Turks and Caicos Islands
CABANAS,23.0,-82.97,Cuba
CARDENAS,23.05,-81.2,Cuba
ISABELA DE SAGUA,22.95,-80.0,Cuba
MANATI,21.37,-76.82,Cuba
FELTON,20.73,-75.6,Cuba
NICARO,20.72,-75.55,Cuba
BAHIA DE SAGUA DE TANAMO,20.68,-75.33,Cuba
MEDIA LUNA,20.15,-77.43,Cuba
CEIBA HUECA,20.22,-77.32,Cuba
GUAYABAL,20.7,-77.62,Cuba
JUCARO,21.62,-78.85,Cuba
TUNAS DE ZAZA,21.63,-79.55,Cuba
CASILDA,21.75,-79.98,Cuba
NUEVA GERONA,21.92,-82.8,Cuba
CAYMAN BRAC,19.75,-79.75,Cayman Islands
LUCEA,18.45,-78.17,Jamaica
FALMOUTH,18.48,-77.65,Jamaica
SAVANNAH LA MAR,18.2,-78.13,Jamaica
JACMEL,18.23,-72.53,Haiti
MIRAGOANE,18.45,-73.08,Haiti
PETIT GOAVE,18.43,-72.87,Haiti
CAP HAITIEN,19.77,-72.2,Haiti
PEPILLO SALCEDO,19.7,-71.75,Dominican Republic
SANTA BARBARA DE SAMANA,19.2,-69.33,Dominican Republic
PUERTO BOTADO,19.2,-69.45,Dominican Republic
SANCHEZ,19.23,-69.62,Dominican Republic
LAS CALDERAS,18.22,-70.52,Dominican Republic
PUERTO VIEJO DE AZUA,18.35,-70.83,Dominican Republic
SANTA CRUZ DE BARAHONA,18.2,-71.08,Dominican Republic
CABO ROJO,17.92,-71.65,Dominican Republic
ARECIBO,18.48,-66.7,Puerto Rico
BAHIA DE FAJARDO,18.33,-65.63,Puerto Rico
PLAYA DE HUMACAO,18.17,-65.75,Puerto Rico
ARROYO,17.97,-66.07,Puerto Rico
PLAYA DE GUANICA,17.97,-66.92,Puerto Rico
CRUZ BAY,18.33,-64.8,U.S. Virgin Islands
FREDERIKSTED,17.72,-64.88,U.S. Virgin Islands
GUSTAVIA,17.9,-62.85,Guadeloupe
BASSE TERRE,16.0,-61.73,Guadeloupe
PORT LOUIS,16.42,-61.53,Guadeloupe
VIEUX FORT,13.72,-60.97,Saint Lucia
SCARBOROUGH,11.18,-60.73,Trinidad and Tobago
CHAGUARAMAS,10.68,-61.65,Trinidad and Tobago
ANSE TEMBLADORA,10.68,-61.58,Trinidad and Tobago
BRIGHTON,10.25,-61.63,Trinidad and Tobago
GOTO OIL TERMINAL,12.22,-68.38,"Bonaire, Sint Eustatius and Saba"
COVENAS OFFSHORE TERM.,9.5,-75.73,Colombia
EL TABIAZO,10.77,-71.53,Venezuela
PUERTO CHICHIRIVICHE,10.92,-68.27,Venezuela
VENTERMINALS,10.48,-68.03,Venezuela
PUERTO BORBURATA,10.48,-67.98,Venezuela
CATIA LA MAR,10.6,-67.02,Venezuela
EL GUAMACHE,10.9,-64.1,Venezuela
CARUPANO,10.7,-63.25,Venezuela
GUIRIA,10.57,-62.3,Venezuela
PUERTO DE HIERRO,10.63,-62.1,Venezuela
CIUDAD BOLIVAR,8.13,-63.55,Venezuela
NIEUW NICKERIE,5.95,-57.0,Suriname
MOENGO,5.63,-54.42,Suriname
DEGRAD DES CANNES,4.85,-52.27,French Guiana
CAMETA,-2.25,-49.5,Brazil
IQUITOS,-3.75,-73.23,Peru
TUTOIA,-2.78,-42.28,Brazil
CAMOCIM,-2.9,-40.83,Brazil
PORT DE ARACAJU,-10.92,-37.05,Brazil
PORTOCEL,-19.85,-40.05,Brazil
SANTA CLARA,-20.88,-51.37,Brazil
MACAE,-22.37,-41.77,Brazil
PORTO DO FORNO,-22.97,-42.02,Brazil
LAGUNA,-28.5,-48.78,Brazil
PELOTAS,-31.78,-52.33,Brazil
PUERTO SAUCE,-34.43,-57.45,Uruguay
COLONIA,-34.47,-57.85,Uruguay
PUERTO DE ASUNCION,-25.27,-57.68,Paraguay
PUERTO IBICUY,-33.75,-59.18,Argentina
CONCORDIA,-31.4,-58.03,Argentina
PUERTO NACIONAL,-38.8,-62.28,Argentina
PUERTO GALVAN,-38.78,-62.3,Argentina
SAN BLAS,-40.57,-62.23,Argentina
PUERTO MADRYN,-42.77,-65.03,Argentina
PUERTO DESEADO,-47.75,-65.9,Argentina
PUERTO SAN JULIAN,-49.32,-67.7,Argentina
PUERTO SANTA CRUZ,-50.02,-68.52,Argentina
SAN SEBASTIAN BAY,-53.17,-68.5,Argentina
RIO GRANDE,-53.78,-67.68,Argentina
USHUAIA,-54.82,-68.3,Argentina
PRINCE OLAV HARBOR,-54.03,-37.15,South Georgia and the South Sandwich Islands
STROMNESS HARBOR,-54.15,-36.7,South Georgia and the South Sandwich Islands
GRYTVIKEN,-54.27,-36.5,South Georgia and the South Sandwich Islands
PUERTO WILLIAMS,-54.93,-67.6,Chile
BAHIA AGUA FRESCA,-53.38,-70.97,Chile
PORT SAN JUAN DE LA JUAN,-53.63,-70.92,Chile
BAHIA HARRIS,-53.85,-70.45,Chile
PUERTO YARTOU,-53.88,-70.15,Chile
CALETA MINA ELENA,-52.68,-71.9,Chile
PUERTO NATALES,-51.72,-72.57,Chile
PUERTO CASTRO,-42.48,-73.77,Chile
PUERTO QUEMCHI,-42.15,-73.48,Chile
PUERTO DE CORRAL,-39.87,-73.43,Chile
BAHIA DE VALDIVIA,-39.8,-73.25,Chile
LOTA,-37.1,-73.15,Chile
PUERTO CALDERILLA,-27.08,-70.87,Chile
TALTAL,-25.4,-70.48,Chile
CALETA PATILLOS,-20.73,-70.2,Chile
BAHIA DE MATARANI,-17.0,-72.12,Peru
CONCHAN OIL TERMINAL,-12.17,-77.0,Peru
CHANCAY,-11.58,-77.25,Peru
PUERTO DE HUACHO,-11.12,-77.62,Peru
PUERTO SUPE,-10.8,-77.75,Peru
PIMENTAL,-6.83,-79.93,Peru
PAITA,-5.08,-81.12,Peru
CALETA LOBITOS,-4.45,-81.28,Peru
PUERTO CABO BLANCO,-4.25,-81.23,Peru
PEDREGAL,8.35,-82.43,Panama
GOLFITO,8.63,-83.17,Costa Rica
PUERTO QUEPOS,9.43,-84.17,Costa Rica
LA UNION,13.33,-87.83,El Salvador
ACAJUTLA OFFSHORE TERMINAL,13.58,-89.87,El Salvador
PUERTO MADERO,14.7,-92.45,Mexico
ACAPULCO,16.85,-99.93,Mexico
PUERTO VALLARTA,20.62,-105.27,Mexico
SANTA ROSALIA,27.33,-112.28,Mexico
ISLA SAN MARCOS,27.18,-112.1,Mexico
SAN JUAN DE LA COSTA,24.4,-110.7,Mexico
PUERTO MORRO REDONDO,28.05,-115.18,Mexico
WILSON COVE,33.0,-118.55,United States
ISTHMUS COVE,33.45,-118.5,United States
AVALON,33.35,-118.32,United States
NEWPORT BEACH,33.62,-117.9,United States
PRISONERS,34.02,-119.68,United States
VENTURA,34.28,-119.28,United States
CARPINTERIA,34.38,-119.52,United States
SANTA BARBARA,34.42,-119.68,United States
ELLWOOD,34.43,-119.92,United States
GAVIOTA,34.47,-120.2,United States
PISMO BEACH,35.13,-120.65,United States
PORT SAN LUIS,35.17,-120.75,United States
MORRO BAY,35.37,-120.85,United States
MONTEREY,36.62,-121.88,United States
MOSS LANDING,36.8,-121.78,United States
SANTA CRUZ,36.97,-122.02,United States
DAVENPORT,37.02,-122.2,United States
PRINCETOWN,37.5,-122.48,United States
YERBABUENA ISLAND,37.82,-122.37,United States
REDWOOD CITY,37.53,-122.2,United States
ALAMEDA,37.78,-122.27,United States
BERKELEY,37.87,-122.3,United States
POINT SAN PABLO,37.97,-122.43,United States
SAUSALITO,37.85,-122.48,United States
PINOLE POINT,38.02,-122.37,United States
PITTSBURG,38.03,-121.88,United States
ANTIOCH,38.02,-121.8,United States
RIO VISTA,38.15,-121.7,United States
ISLETON,38.17,-121.6,United States
WALNUT GROVE,38.23,-121.52,United States
COURTLAND,38.33,-121.57,United States
BODEGA BAY,38.33,-123.05,United States
FORT BRAGG,39.45,-123.82,United States
FIELDS LANDING,40.72,-124.22,United States
EUREKA,40.8,-124.18,United States
SAMOA,40.82,-124.18,United States
CRESCENT CITY,41.75,-124.2,United States
PORT ORFORD,42.73,-124.5,United States
BANDON,43.12,-124.42,United States
PROSPER,43.15,-124.37,United States
NORTH BEND,43.4,-124.22,United States
WINCHESTER BAY,43.68,-124.18,United States
GARDINER,43.72,-124.1,United States
REEDSPORT,43.7,-124.1,United States
FLORENCE,43.97,-124.12,United States
GLENADA,43.97,-124.12,United States
CUSHMAN,43.98,-124.07,United States
WALDPORT,44.43,-124.07,United States
NEWPORT,44.63,-124.05,United States
TOLEDO,44.62,-123.93,United States
DEPOE BAY,44.8,-124.07,United States
ILWACO,46.3,-124.05,United States
WARRENTON,46.17,-123.92,United States
ASTORIA,46.2,-123.83,United States
TONGUE POINT,46.2,-123.75,United States
WESTPORT,46.13,-123.38,United States
RAINIER,46.08,-122.93,United States
ST HELENS,45.87,-122.8,United States
CAMAS,45.58,-122.4,United States
WASHOUGAL,45.58,-122.35,United States
THE DALLES,45.6,-121.18,United States
NAHCOTTA,46.5,-124.03,United States
SOUTH BEND,46.67,-123.78,United States
RAYMOND,46.68,-123.73,United States
WILLAPA HARBOR,46.68,-123.75,United States
WESTHAVEN COVE,46.92,-124.12,United States
BAY CITY,46.87,-124.07,United States
ABERDEEN,46.98,-123.82,United States
HOQUIAM,46.97,-123.9,United States
LA PUSH,47.9,-124.63,United States
NEAH BAY,48.37,-124.62,United States
SEKIU,48.27,-124.3,United States
PORT TOWNSEND,48.12,-122.75,United States
GLEN COVE,48.08,-122.78,United States
HOODSPORT,47.42,-123.13,United States
PORT GAMBLE,47.85,-122.58,United States
POULSBO,47.73,-122.65,United States
KEYPORT,47.7,-122.62,United States
WINSLOW,47.62,-122.52,United States
CREOSOTE,47.62,-122.5,United States
FORT WARD,47.58,-122.52,United States
EAST BREMERTON,47.57,-122.62,United States
SILVERDALE,47.65,-122.7,United States
BREMERTON,47.57,-122.65,United States
PORT ORCHARD,47.53,-122.63,United States
QUARTERMASTER HARBOR,47.38,-122.47,United States
SHELTON,47.22,-123.1,United States
OLYMPIA,47.05,-122.9,United States
NISQUALLY HEAD,47.12,-122.75,United States
POINT WELLS,47.78,-122.4,United States
EDWARDS POINT,47.8,-122.4,United States
MUKILTEO,47.95,-122.3,United States
COUPEVILLE,48.23,-122.68,United States
RICHARDSON,48.45,-122.9,United States
FRIDAY HARBOR,48.53,-123.02,United States
ROCHE  HARBOR,48.62,-123.17,United States
ORCAS,48.6,-122.93,United States
BELLINGHAM,48.75,-122.5,United States
SEMIAHMOO,48.98,-122.77,United States
BLAINE,49.0,-122.75,United States
STEVESTON,49.13,-123.18,Canada
FRASER MILLS,49.22,-122.87,Canada
PORT COQUITLAM,49.27,-122.78,Canada
MISSION CITY,49.12,-122.25,Canada
SQUAMISH,49.68,-123.15,Canada
PORT MELLON,49.52,-123.48,Canada
WESTVIEW,49.83,-124.52,Canada
DUNCAN BAY,50.07,-125.28,Canada
CAMPBELL RIVER,50.02,-124.23,Canada
COMOX HARBOR,49.67,-124.92,Canada
NANOOSE HARBOR,49.27,-124.15,Canada
HARMAC,49.13,-123.85,Canada
CHEMAINUS,48.93,-123.72,Canada
CROFTON,48.87,-123.63,Canada
COWICHAN BAY,48.75,-123.62,Canada
GANGES,48.85,-123.48,Canada
LYALL HARBOR,48.8,-123.2,Canada
HOPE BAY,48.8,-123.28,Canada
SIDNEY,48.65,-123.38,Canada
BAMBERTON,48.55,-123.52,Canada
PORT SAN JUAN,48.55,-124.43,Canada
PORT ALBERNI,49.23,-124.82,Canada
UCLUELET,48.95,-125.55,Canada
CLAYOQUOT,49.15,-125.92,Canada
AHOUSAT,49.28,-126.07,Canada
GOLD RIVER,49.68,-126.12,Canada
TAHSIS,49.92,-126.67,Canada
BERGH COVE,50.53,-127.62,Canada
PORT ALICE,50.38,-127.45,Canada
COAL HARBOR,50.6,-127.58,Canada
PORT HARDY,50.72,-127.48,Canada
SOINTULA,50.63,-127.02,Canada
ALERT BAY,50.58,-126.93,Canada
PORT MCNEILL,50.58,-127.08,Canada
BELLA COOLA,52.37,-126.8,Canada
BELLA BELLA,52.17,-128.15,Canada
KLEMTU,52.6,-128.52,Canada
BUTEDALE,53.17,-128.68,Canada
KEMANO BAY,53.48,-128.13,Canada
PORPOISE HARBOR,54.22,-130.28,Canada
PORT SIMPSON,54.57,-130.43,Canada
STEWART,55.93,-130.0,Canada
MASSET HARBOR,54.02,-132.15,Canada
PORT CLEMENTS,53.68,-132.18,Canada
QUEEN CHARLOTTE,53.25,-132.08,Canada
ALLIFORD BAY,53.22,-131.98,Canada
HYDER,55.92,-130.0,United States
HIDDEN INLET,54.95,-130.33,United States
METLAKATLA,55.13,-131.57,United States
GEORGE INLET,55.38,-131.47,United States
KETCHIKAN,55.33,-131.65,United States
WARD COVE,55.4,-131.73,United States
KNUDSON COVE,55.47,-131.8,United States
LORING,55.6,-131.63,United States
YES BAY,55.92,-131.8,United States
UNION BAY,55.77,-132.22,United States
BURNETT INLET,56.07,-132.47,United States
WRANGELL,56.47,-132.38,United States
KASAAN,55.53,-132.4,United States
ROSE INLET,54.95,-132.97,United States
HYDABURG,55.2,-132.83,United States
WATERFALL,55.3,-133.23,United States
CRAIG,55.47,-133.15,United States
KLAWOCK,55.55,-133.1,United States
STEAMBOAT BAY,55.53,-133.63,United States
FISHERMANS HARBOR,55.97,-133.8,United States
KAKE,56.97,-133.93,United States
WASHINGTON BAY,56.73,-134.35,United States
BAY OF PILLARS,56.6,-134.23,United States
BIG PORT WALTER,56.38,-134.73,United States
LITTLE PORT WALTER,56.38,-134.63,United States
PORT ARMSTRONG,56.3,-134.67,United States
PORT CONCLUSION,56.25,-134.68,United States
PORT ALEXANDER,56.25,-134.65,United States
KIMSHAN COVE,57.68,-136.12,United States
PELICAN,57.97,-136.23,United States
ELFIN COVE,58.2,-136.35,United States
HOONAH,58.12,-135.45,United States
TENAKEE SPRINGS,57.78,-135.2,United States
CHATHAM,57.52,-134.93,United States
TODD,57.47,-135.05,United States
HOOD BAY,57.4,-134.5,United States
HAWK INLET,58.12,-134.75,United States
FUNTER,58.25,-134.9,United States
DUPONT,58.23,-134.27,United States
JUNEAU,58.3,-134.42,United States
PORT CHILKOOT,59.23,-135.43,United States
HAINES,59.23,-135.43,United States
TANANI POINT,59.28,-135.45,United States
LETNIKOF COVE,59.18,-135.4,United States
EXCURSION INLET,58.42,-135.45,United States
YAKUTAT,59.55,-139.73,United States
KATALLA,60.2,-144.53,United States
ORCA,60.58,-145.72,United States
SHEPARD POINT,60.63,-145.67,United States
SWANPORT,61.08,-146.4,United States
WHITTIER,60.83,-148.67,United States
CRAB BAY,60.07,-148.0,United States
PORT ASHTON,60.07,-148.05,United States
SAN JUAN CANNERY,60.05,-148.07,United States
LATOUCHE,60.05,-148.07,United States
PORT GRAHAM,59.35,-151.82,United States
SELDOVIA,59.43,-151.73,United States
HOMER,59.6,-151.42,United States
COAL POINT,59.6,-151.42,United States
NINILCHIK,60.05,-151.68,United States
SNUG HARBOR,60.1,-152.58,United States
OUZINKIE,57.92,-152.5,United States
WOMENS BAY,57.72,-152.52,United States
PORT HOBRON,57.17,-153.17,United States
MCCORD,57.15,-153.2,United States
THREE SAINTS BAY,57.12,-153.5,United States
TRAP POINT,57.0,-154.15,United States
LAZY BAY,56.9,-154.25,United States
KARLUK,57.57,-154.45,United States
UYAK,57.63,-154.0,United States
LARSEN BAY,57.53,-153.98,United States
PORT OBRIEN,57.73,-153.32,United States
DRY SPRUCE BAY,57.93,-153.03,United States
PORT VITA,58.07,-153.07,United States
BEAR ISLAND,58.45,-152.68,United States
HOGG ISLAND,58.47,-152.68,United States
PORT WILLIAM,58.48,-152.58,United States
KANATAK,57.57,-156.03,United States
CHIGNIK,56.3,-158.4,United States
IVANOF BAY,55.8,-159.47,United States
SAND POINT,55.33,-160.53,United States
BARALOF BAY,55.23,-160.53,United States
UNGA,55.18,-160.5,United States
BELKOFSKI,55.08,-162.03,United States
KING COVE,55.05,-162.32,United States
SANAK,54.48,-162.82,United States
AKUTAN HARBOR,54.13,-165.8,United States
CANNERY BAY,53.7,-166.75,United States
MAKUSHIN,53.77,-166.98,United States
DUTCH HARBOR,53.9,-166.53,United States
PALISADES POINT,52.23,-174.17,United States
CONSTANTINE HARBOR,51.4,179.3,United States
KISKA,51.97,177.55,United States
ALCAN HARBOR,52.73,174.07,United States
SKOOT COVE,52.72,174.07,United States
MASSACRE BAY,52.83,173.23,United States
VILLAGE COVE,57.13,-170.27,United States
PORT MOLLER,55.98,-160.57,United States
PORT HEIDEN,56.88,-158.7,United States
PILOT POINT,57.57,-157.6,United States
UGASHIK,57.53,-157.42,United States
EGEGIK,58.2,-157.37,United States
NAKNEK,58.72,-157.02,United States
KOGGIUNG,58.97,-156.92,United States
EKUK,58.82,-158.57,United States
CLARKS POINT,58.85,-158.55,United States
PLATINUM,59.02,-161.83,United States
BETHEL,60.82,-161.72,United States
NASH HARBOR,60.2,-166.98,United States
KWIGUK,62.73,-164.47,United States
KOTLIK,63.03,-163.55,United States
HAMILTON,62.9,-163.92,United States
UNALAKLEET,63.88,-160.78,United States
SOLOMON,64.55,-164.4,United States
GRANTLEY HARBOR,65.27,-166.33,United States
SAVOONGA,63.68,-170.4,United States
SHISHMAREF,66.25,-166.08,United States
DEERING,66.08,-162.73,United States
WAINWRIGHT,70.65,-160.0,United States
BARROW,71.28,-156.78,United States
PRUDHOE BAY,70.33,-148.42,United States
BERNARD HARBOR,70.13,-143.63,United States
TUKTOYAKTUK,69.45,-133.0,Canada
POLICE POINT,70.18,-124.75,Canada
PAULATUK,69.35,-124.08,Canada
PEARCE POINT,69.82,-122.75,Canada
TYSOE POINT,69.6,-120.75,Canada
SACHS HARBOR,71.97,-125.25,Canada
CAPE YOUNG,68.93,-116.93,Canada
BERNARD HARBOR,68.78,-114.77,Canada
LADY FRANKLIN POINT,68.48,-113.27,Canada
COPPERMINE,67.8,-115.05,Canada
CAMBRIDGE BAY,69.12,-105.07,Canada
RESOLUTE BAY,74.68,-95.9,Canada
BARENTSBURG,78.07,14.23,Svalbard
LONGYEARBYEN,78.2,15.7,Svalbard
NY ALESUND,78.92,11.95,Svalbard
VADSO,70.07,29.75,Norway
BATSFJORDEN,70.63,29.73,Norway
VARDO,70.37,31.12,Norway
BERLEVAG,70.87,29.1,Norway
KJOLLEFJORDEN,70.95,27.33,Norway
KVALSUND,70.5,23.98,Norway
SORVAER,70.63,21.98,Norway
BREDVIK,70.58,22.13,Norway
OKSFJORD,70.23,22.35,Norway
ALTA,69.97,23.25,Norway
TALVIK,70.05,22.97,Norway
GIBOSTAD,69.35,18.08,Norway
ROGERS CITY,45.45,-83.82,United States
MACKINAW CITY,45.78,-84.72,United States
MACKINAC ISLAND,45.85,-84.62,United States
ST IGNACE,45.85,-84.72,United States
SAULT STE MARIE,46.5,-84.35,United States
ST. JAMES HARBOR,45.73,-85.52,United States
HARBOR SPRINGS,45.43,-84.98,United States
PETOSKEY,45.37,-84.97,United States
CHARLEVOIX,45.32,-85.27,United States
LELAND,45.02,-85.77,United States
FRANKFORT,44.63,-86.25,United States
MANISTEE,44.25,-86.32,United States
LUDINGTON,43.95,-86.45,United States
WHITE LAKE,43.38,-86.35,United States
MUSKEGON,43.23,-86.27,United States
GRAND HAVEN,43.07,-86.23,United States
HOLLAND,42.78,-86.13,United States
SAUGATUCK,42.67,-86.2,United States
SOUTH HAVEN,42.4,-86.28,United States
ST JOSEPH,42.12,-86.48,United States
MICHIGAN CITY,41.73,-86.9,United States
GARY,41.62,-87.33,United States
BUFFINGTON,41.63,-87.42,United States
CALUMET HARBOR,41.73,-87.52,United States
WILMETTE,42.08,-87.68,United States
GREAT LAKES,42.3,-87.83,United States
WAUKEGAN,42.37,-87.82,United States
KENOSHA,42.58,-87.82,United States
RACINE,42.73,-87.78,United States
SHEBOYGAN,43.75,-87.7,United States
MANITOWOC,44.1,-87.65,United States
