name,lat,lon,country
MONTREAL,45.52,-73.55,Canada
MONTROSE,56.7,-2.47,United Kingdom
MOREHEAD CITY,34.72,-76.7,United States
MOSSEL BAY,-34.18,22.15,South Africa
MOSTAGANEM,35.93,0.08,Algeria
MOSTYN,53.32,-3.27,United Kingdom
MOTRIL,36.75,-3.52,Spain
MTWARA,-10.27,40.2,Tanzania
MUNDRA,22.73,69.7,India
MURMANSK,68.98,33.05,Russia
NAANTALI,60.47,22.02,Finland
NACALA,-14.53,40.67,Mozambique
NAGASAKI,32.72,129.85,Japan
NAKAGUSUKU,26.27,127.92,Japan
NAKHODKA,42.8,132.88,Russia
NAKSKOV,54.83,11.13,Denmark
NAMIBE,-15.2,12.15,Angola
NAMPO,38.72,125.4,North Korea
NAMSOS,64.47,11.5,Norway
NANJING,32.08,118.75,China
OSAKA,34.65,135.43,Japan
NANTES,47.2,-1.57,France
NANTONG,32.0,120.8,China
PORT MORESBY,-9.47,147.13,Papua New Guinea
NAPIER,-39.48,176.92,New Zealand
NARVIK,68.43,17.42,Norway
NASSAU,25.08,-77.35,Bahamas
NATAL,-5.78,-35.2,Brazil
NAURU,-0.53,166.92,Nauru
NAVLAKHI,22.95,70.45,India
NELSON,-41.27,173.27,New Zealand
NEW AMSTERDAM,6.25,-57.52,Guyana
NEW BEDFORD,41.63,-70.92,United States
NEW HAVEN,41.23,-72.92,United States
NEW HOLLAND,53.7,-0.37,United Kingdom
NEW PLYMOUTH,-39.07,174.03,New Zealand
NEWARK,40.7,-74.15,United States
NEWCASTLE,-32.92,151.78,Australia
NEWPORT NEWS,36.97,-76.43,United States
NEWPORT,51.55,-2.98,United Kingdom
NICE,43.7,7.28,France
NIIHAMA,33.98,133.28,Japan
NIKISKI,60.68,-151.4,United States
NISHIHARA,26.22,127.8,Japan
NOME,64.5,-165.42,United States
NORDENHAM,53.48,8.48,Germany
NORRKOPING,58.58,16.2,Sweden
NOUADHIBOU,20.92,-17.05,Mauritania
NOUAKCHOTT,18.03,-16.03,Mauritania
NOUMEA,-22.28,166.43,New Caledonia
NUEVA PALMIRA,-33.88,-58.42,Uruguay
NUUK,64.18,-51.75,Greenland
NYBORG,55.32,10.8,Denmark
NYNASHAMN,58.9,17.97,Sweden
OAKLAND,37.82,-122.33,United States
OCHO RIOS,18.42,-77.12,Jamaica
ODDA,60.08,6.55,Norway
ODENSE,55.42,10.38,Denmark
SEVASTOPOL,44.62,33.53,Ukraine
OFUNATO,39.05,141.73,Japan
OKHA,22.47,69.08,India
OKHA,53.55,143.0,Russia
OKWORI TERMINAL,3.85,6.98,Nigeria
OLBIA,40.92,9.5,Italy
OLEUM,38.05,-122.27,United States
OMISALJ,45.22,14.55,Croatia
ONNE,4.68,7.15,Nigeria
ONODA,34.0,131.18,Japan
ULSAN,35.45,129.4,South Korea
ONSLOW,-21.65,115.1,Australia
ORAN,35.7,-0.63,Algeria
ORNSKOLDSVIK,63.28,18.72,Sweden
ORTONA,42.35,14.42,Italy
OSHAWA,43.87,-78.82,Canada
OSKARSHAMN,57.27,16.45,Sweden
OSLO,59.92,10.75,Norway
OSWEGO,43.47,-76.52,United States
OTRANTO,40.15,18.5,Italy
OULU,65.02,25.4,Finland
OXELOSUND,58.67,17.12,Sweden
PALDISKI,59.35,24.03,Estonia
PALEMBANG,-2.98,104.77,Indonesia
PALM BEACH,26.77,-80.05,United States
PANAMA CITY,30.13,-85.65,United States
PANJANG,-5.47,105.32,Indonesia
PAPEETE,-17.53,-149.58,French Polynesia
PAR,50.35,-4.7,United Kingdom
PARADIP,20.27,86.68,India
PARAMARIBO,5.83,-55.17,Suriname
PARANA,-31.72,-60.53,Argentina
PARANAGUA,-25.5,-48.52,Brazil
PARANAM,5.62,-55.1,Suriname
PARNU,58.38,24.5,Estonia
PASADENA,29.72,-95.22,United States
PATTANI,6.95,101.3,Thailand
PAUILLAC,45.2,-0.75,France
PAULSBORO,39.85,-75.25,United States
PAYSANDU,-32.32,-58.07,Uruguay
PENCO,-36.72,-73.0,Chile
PENGLAI,37.82,120.83,China
PENSACOLA,30.4,-87.22,United States
PEPEL,8.58,-13.05,Sierra Leone
PERAMA,37.97,23.57,Greece
PERTH AMBOY,40.5,-74.27,United States
PETERHEAD,57.5,-1.78,United Kingdom
PETERSBURG,56.82,-132.95,United States
SKIKDA,36.88,6.92,Algeria
PHUKET,7.83,98.4,Thailand
PICHILINGUE,24.27,-110.33,Mexico
PINEY POINT,38.13,-76.53,United States
PITEA,65.32,21.48,Sweden
POHANG,36.05,129.38,South Korea
POINT FORTIN,10.2,-61.7,Trinidad and Tobago
POINTE NOIRE,-4.78,11.83,Republic of the Congo
POLICE,53.57,14.57,Poland
PONTA DELGADA,37.73,-25.67,Portugal
PORBANDAR,21.63,69.6,India
PORI,61.48,21.8,Finland
PORT ALMA,-23.58,150.85,Australia
PORT ALUCROIX,17.7,-64.77,U.S. Virgin Islands
PORT ANGELES,48.12,-123.43,United States
PORT ANTONIO,18.18,-76.45,Jamaica
PORT ARANSAS,27.83,-97.05,United States
PORT ARTHUR,29.83,-93.97,United States
PORT BLAIR,11.68,92.75,India
PORT BONYTHON,-33.02,137.77,Australia
PORT BOUET,5.23,-3.97,Côte d'Ivoire
PORT-DE-BOUC,43.4,4.98,France
PORT DICKSON,2.53,101.78,Malaysia
PORT ESQUIVEL,17.88,-77.13,Jamaica
PORT GENTIL,-0.7,8.8,Gabon
PORT GILES,-35.03,137.77,Australia
PORT HARCOURT,4.77,7.0,Nigeria
STEPHENVILLE,48.53,-58.53,Canada
PORT HAWKESBURY,45.62,-61.37,Canada
PORT HEDLAND,-20.32,118.58,Australia
PORT HURON,43.0,-82.43,United States
PORT KAISER,17.87,-77.6,Jamaica
PORT KLANG,3.0,101.4,Malaysia
PORT KEMBLA,-34.48,150.92,Australia
PORT LATTA,-40.83,145.38,Australia
PORT LINCOLN,-34.72,135.85,Australia
PORT LOUIS,-20.15,57.5,Mauritius
PORT NECHES,30.0,-93.95,United States
PORT OF SPAIN,10.65,-61.52,Trinidad and Tobago
PORT PIRIE,-33.18,138.02,Australia
PORT READING,40.57,-74.23,United States
PORT SULPHUR,29.48,-89.68,United States
PORT TALBOT,51.58,-3.82,United Kingdom
PORT VILA,-17.73,168.32,Vanuatu
PORT WALCOTT,-20.65,117.18,Australia
PORT WASHINGTON,43.38,-87.87,United States
PORTLAND,43.67,-70.25,United States
PORTLAND,45.52,-122.67,United States
PORTLAND,-38.33,141.6,Australia
PORTO ALEGRE,-30.03,-51.23,Brazil
PORTO EMPEDOCLE,37.28,13.53,Italy
PORTO GRANDE,16.88,-25.0,Cabo Verde
PORTO SANTO STEFANO,42.43,11.12,Italy
PORTO TORRES,40.83,8.4,Italy
PORTSMOUTH,15.57,-61.47,Dominica
PORTSMOUTH,43.08,-70.75,United States
PORTSMOUTH,36.82,-76.3,United States
POTI,42.15,41.58,Georgia
POWELL RIVER,49.87,-124.53,Canada
SANTA MARTA,11.25,-74.22,Colombia
POZZALLO,36.72,14.85,Italy
PRIMORSK,60.37,28.63,Russia
PRINCE RUPERT,54.32,-130.33,Canada
PROBOLINGGO,-7.72,113.22,Indonesia
PROGRESO,21.28,-89.67,Mexico
PROVIDENCE,41.8,-71.4,United States
PUERTO ARMUELLES,8.27,-82.85,Panama
PUERTO BARRIOS,15.73,-88.6,Guatemala
PUERTO BELGRANO,-38.88,-62.1,Argentina
PUERTO BOLIVAR,12.25,-71.97,Colombia
PUERTO BOLIVAR,-3.27,-80.0,Ecuador
PUERTO CABELLO,10.48,-68.0,Venezuela
PUERTO CASTILLA,16.0,-85.98,Honduras
PUERTO CHACABUCO,-45.47,-72.83,Chile
PUERTO CORTES,15.83,-87.95,Honduras
PUERTO CUMAREBO,11.48,-69.35,Venezuela
PUERTO DEL ROSARIO,28.5,-13.85,Spain
PUERTO LA CRUZ,10.25,-64.63,Venezuela
PUERTO LIMON,9.98,-83.02,Costa Rica
PUERTO MIRANDA,10.77,-71.57,Venezuela
PUERTO MONTT,-41.48,-72.97,Chile
PUERTO ORDAZ,8.35,-62.72,Venezuela
PUERTO PADRE,21.28,-76.53,Cuba
PUERTO PLATA,19.8,-70.7,Dominican Republic
QUEQUEN,-38.58,-58.7,Argentina
PUERTO QUETZAL,13.92,-90.8,Guatemala
PUERTO ROSALES,-38.93,-62.07,Argentina
PUERTO SANDINO,12.18,-86.77,Nicaragua
PUERTO SARA,-52.63,-70.2,Chile
PULA,44.88,13.8,Croatia
PULAU SAMBU,1.17,103.9,Indonesia
PUNTA CARDON,11.63,-70.23,Venezuela
PUNTA DE PALMAS,10.78,-71.58,Venezuela
PUNTA DELGADA,-52.47,-69.55,Chile
PUNTARENAS,9.98,-84.83,Costa Rica
QINZHOU,21.73,108.58,China
QUANZHOU,24.88,118.6,China
ST GEORGE'S,12.05,-61.75,Grenada
QUI NHON,13.77,109.23,Vietnam
RAAHE,64.68,24.42,Finland
RABAUL,-4.2,152.18,Papua New Guinea
RABIGH,22.73,38.98,Saudi Arabia
RADES,36.82,10.3,Tunisia
RAMALLO,-33.48,-60.02,Argentina
RAMSGATE,51.33,1.42,United Kingdom
RANDERS,56.47,10.05,Denmark
RAS GHARIB,28.35,33.1,Egypt
RAS LAFFAN,25.92,51.58,Qatar
RAUMA,61.13,21.5,Finland
RECIFE,-8.05,-34.87,Brazil
REYKJAVIK,64.15,-21.93,Iceland
RICHARDS BAY,-28.82,32.08,South Africa
RICHMOND,37.53,-77.42,United States
RIGA,56.95,24.1,Latvia
RIO GRANDE,-32.05,-52.08,Brazil
RIZHAO,35.38,119.57,China
ROCHEFORT,45.93,-0.95,France
ROCKY POINT,17.82,-77.15,Jamaica
ROSARIO,-32.95,-60.63,Argentina
ROSARITO,32.37,-117.1,Mexico
ROSEAU,15.3,-61.4,Dominica
ROSTOCK,54.1,12.13,Germany
ROSYTH,56.02,-3.43,United Kingdom
ROTA,36.62,-6.33,Spain
SABANG,5.88,95.32,Indonesia
SACRAMENTO,38.58,-121.5,United States
SAFI,32.3,-9.25,Morocco
SAGUNTO,39.65,-0.22,Spain
SAIPAN,15.2,145.68,Northern Mariana Islands
SAKAIMINATO,35.53,133.23,Japan
SALAVERRY,-8.23,-78.98,Peru
SALAWATI,-1.35,130.98,Indonesia
SALDANHA BAY,-33.03,17.97,South Africa
SALEM,42.52,-70.88,United States
SALERNO,40.67,14.75,Italy
SALINA CRUZ,16.17,-95.2,Mexico
SAMARINDA,-0.52,117.12,Indonesia
SAMSUN,41.3,36.35,Turkey
SAN CIPRIAN,43.7,-7.43,Spain
SAN DIEGO,32.72,-117.18,United States
SAN FRANCISCO,37.82,-122.42,United States
SAN JUAN,18.47,-66.12,Puerto Rico
SAN LORENZO,-32.75,-60.73,Argentina
SAN LORENZO,9.78,-71.07,Venezuela
SAN NICOLAS,-33.33,-60.23,Argentina
SAN PEDRO DE MACORIS,18.45,-69.32,Dominican Republic
SAN PEDRO,-33.58,-59.82,Argentina
SAN PEDRO,4.73,-6.62,Côte d'Ivoire
SANDARNE,61.27,17.18,Sweden
SANTA CRUZ DE TENERIFE,28.47,-16.23,Spain
SANTA FE,-31.65,-60.7,Argentina
SANTANDER,43.47,-3.78,Spain
SANTAREM,-2.42,-54.72,Brazil
SANTIAGO DE CUBA,20.02,-75.83,Cuba
LUGANVILLE,-15.52,167.17,Vanuatu
SAO SEBASTIAO,-23.8,-45.4,Brazil
SAPELE,5.9,5.68,Nigeria
SARNIA,42.98,-82.42,Canada
SASEBO,33.17,129.72,Japan
SATTAHIP,12.62,100.92,Thailand
SAVONA,44.32,8.5,Italy
SCHEVENINGEN,52.1,4.27,Netherlands
SEARSPORT,44.45,-68.92,United States
SEATTLE,47.6,-122.33,United States
SEKUPANG,1.13,103.92,Indonesia
SEMARANG,-6.95,110.42,Indonesia
SENBONG,42.33,130.4,North Korea
SETE,43.4,3.7,France
SETUBAL,38.52,-8.9,Portugal
SEWARD,60.1,-149.43,United States
SEWAREN,40.55,-74.25,United States
SHEERNESS,51.45,0.75,United Kingdom
SILLAMAE,59.4,27.05,Estonia
SINES,37.95,-8.87,Portugal
SITKA,57.05,-135.33,United States
SKAERBAEK,55.52,9.62,Denmark
SKAGWAY,59.45,-135.33,United States
SKELLEFTEHAMN,64.68,21.23,Sweden
SKIEN,59.2,9.6,Norway
SLAVYANKA,42.87,131.38,Russia
SLITE,57.7,18.82,Sweden
SOCHI,43.58,39.73,Russia
SODERHAMN,61.3,17.08,Sweden
SODERTALJE,59.18,17.65,Sweden
SOLVESBORG,56.05,14.58,Sweden
SOMA,37.83,140.95,Japan
SORAKER,62.5,17.5,Sweden
SOUSSE,35.83,10.65,Tunisia
SOUTH RIDING POINT,26.62,-78.22,Bahamas
SOUTHAMPTON,50.9,-1.4,United Kingdom
SPLIT,43.5,16.43,Croatia
JURONG ISLAND,1.28,103.73,Singapore
SI RACHA,13.17,100.92,Thailand
ST GEORGE'S,32.38,-64.68,Bermuda
ST. JAMES,29.98,-90.93,United States
ST JOHN'S,47.57,-52.7,Canada
ST JOHNS,17.12,-61.85,Antigua and Barbuda
SAINT-MALO,48.65,-2.02,France
ST MICHAEL,63.48,-162.03,United States
ORANJESTAD,17.48,-62.98,"Bonaire, Sint Eustatius and Saba"
STAVANGER,58.97,5.75,Norway
STENUNGSUND,58.07,11.83,Sweden
SZCZECIN,53.42,14.55,Poland
STOCKTON,37.95,-121.3,United States
STRALSUND,54.32,13.1,Germany
STUDSTRUP,56.25,10.35,Denmark
SU-AO,24.6,121.87,Taiwan
SUBIC BAY,14.8,120.27,Philippines
SULLOM VOE,60.47,-1.3,United Kingdom
SUNDERLAND,54.92,-1.37,United Kingdom
SUPERIOR,46.73,-92.07,United States
SURABAYA,-7.2,112.73,Indonesia
SVOLVAER,68.23,14.58,Norway
SWANSEA,51.62,-3.95,United Kingdom
SWINOUJSCIE,53.92,14.27,Poland
SYDNEY,46.15,-60.2,Canada
TACHIBANA,33.87,134.67,Japan
TACLOBAN,11.25,125.0,Philippines
TACOMA,47.28,-122.42,United States
TAGANROG,47.2,38.95,Russia
TAHKOLUOTO,61.63,21.4,Finland
TAICANG,31.65,121.2,China
TAKAMATSU,34.35,134.05,Japan
TAKORADI,4.88,-1.73,Ghana
TALARA,-4.58,-81.28,Peru
TOAMASINA,-18.17,49.42,Madagascar
TAMPICO,22.22,-97.87,Mexico
TANANGER,58.93,5.58,Norway
TANGER,35.78,-5.82,Morocco
TANJUNG PELEPAS,1.35,103.55,Malaysia
TANJUNG SEKONG,-5.92,106.0,Indonesia
TARANTO,40.47,17.2,Italy
TARBERT,52.58,-9.37,Ireland
TARRAGONA,41.1,1.23,Spain
TAURANGA,-37.63,176.17,New Zealand
TEKIRDAG,40.98,27.52,Turkey
TELA,15.78,-87.45,Honduras
TEMA,5.62,0.02,Ghana
TEMRYUK,45.35,37.35,Russia
TERMINI IMERESE,37.98,13.7,Italy
TERNEUZEN,51.35,3.82,Netherlands
TEXAS CITY,29.38,-94.92,United States
THESSALONIKI,40.63,22.93,Greece
THEVENARD,-32.17,133.65,Australia
TORSHAVN,62.0,-6.75,Faroe Islands
THURSDAY ISLAND,-10.58,142.22,Australia
THYBORON,56.7,8.22,Denmark
TIKSI,71.63,128.87,Russia
TIMARU,-44.4,171.25,New Zealand
TIVERTON,41.63,-71.22,United States
TOCOPILLA,-22.08,-70.23,Chile
TOLEDO,41.7,-83.47,United States
TOLIARA,-23.37,43.67,Madagascar
TONDA,34.03,131.75,Japan
TONSBERG,59.28,10.42,Norway
TOPOLOBAMPO,25.6,-109.07,Mexico
TORONTO,43.62,-79.38,Canada
TOULON,43.1,5.92,France
TOWNSVILLE,-19.27,146.82,Australia
TRABZON,41.02,39.77,Turkey
TRAMANDAI,-29.98,-50.13,Brazil
TRAPANI,38.02,12.5,Italy
TRAVERSE CITY,44.77,-85.62,United States
TRELLEBORG,55.37,13.15,Sweden
TRENTON,40.2,-74.77,United States
TRIESTE,45.65,13.77,Italy
TROMSO,69.65,18.97,Norway
TRONDHEIM,63.43,10.4,Norway
TUAPSE,44.1,39.07,Russia
TUBAN,-6.73,112.15,Indonesia
TUBARAO,-20.28,-40.25,Brazil
TUMACO,1.82,-78.75,Colombia
TUNIS,36.8,10.25,Tunisia
TURBO,8.08,-76.73,Colombia
TUXPAN,20.95,-97.4,Mexico
TYNEMOUTH,55.0,-1.4,United Kingdom
UDDEVALLA,58.35,11.92,Sweden
UMM QASR,30.02,47.95,Iraq
UTANSJO,62.77,17.93,Sweden
UUSIKAUPUNKI,60.8,21.4,Finland
VAASA,63.1,21.58,Finland
VAJA,62.98,17.72,Sweden
VALDEZ,61.12,-146.25,United States
VALENCIA,39.45,-0.32,Spain
VANCOUVER,45.63,-122.68,United States
VARBERG,57.12,12.25,Sweden
VARNA,43.18,27.97,Bulgaria
VASTERAS,59.62,16.55,Sweden
VASTERVIK,57.77,16.65,Sweden
VEJLE,55.72,9.55,Denmark
VENTSPILS,57.4,21.53,Latvia
VERACRUZ,19.2,-96.13,Mexico
VERAVAL,20.9,70.37,India
VIANA DO CASTELO,41.7,-8.83,Portugal
VIGO,42.23,-8.72,Spain
VILA DO CONDE,-1.55,-48.75,Brazil
VILA DO PORTO,36.93,-25.15,Portugal
VILLA CONSTITUCION,-33.23,-60.33,Argentina
VILLANUEVA,8.58,124.77,Philippines
VISBY,57.63,18.28,Sweden
VITINO,67.08,32.32,Russia
VITORIA,-20.32,-40.33,Brazil
VLADIVOSTOK,43.12,131.9,Russia
VOLOS,39.37,22.95,Greece
VOSTOCHNYY,42.75,133.08,Russia
VYBORG,60.72,28.75,Russia
WAKE ISLAND,19.28,166.62,Wake Island
WALLAROO,-33.93,137.62,Australia
WALVIS BAY,-22.95,14.5,Namibia
WARRI,5.52,5.73,Nigeria
WATERFORD,52.27,-7.12,Ireland
ST PETERSBURG,27.77,-82.62,United States
WEIHAI,37.5,122.1,China
WEIPA,-12.67,141.87,Australia
WELLINGTON,-41.28,174.78,New Zealand
WENZHOU,28.02,120.65,China
WESTERN PORT,-38.35,145.23,Australia
WHANGAREI,-35.8,174.43,New Zealand
WHYALLA,-33.03,137.58,Australia
WILHELMSHAVEN,53.53,8.17,Germany
WILMINGTON,39.73,-75.55,United States
WILMINGTON,34.23,-77.95,United States
WISMAR,53.9,11.47,Germany
WYNDHAM,-15.47,128.1,Australia
XEROS,35.13,32.83,Cyprus
YANAI,33.95,132.13,Japan
YANBU,24.08,38.05,Saudi Arabia
YANGPU,19.73,109.18,China
YANTIAN,22.58,114.27,China
YEYSK,46.73,38.27,Russia
YINGKOU,40.68,122.23,China
YOKKAICHI,34.97,136.63,Japan
YORKTOWN,37.23,-76.5,United States
YSTAD,55.43,13.83,Sweden
YURA,33.95,135.1,Japan
ZADAR,44.12,15.22,Croatia
ZANZIBAR,-6.17,39.18,Tanzania
ZARATE,-34.08,-59.03,Argentina
ZARZIS,33.5,11.12,Tunisia
ZEEBRUGGE,51.33,3.2,Belgium
ZHANGZHOU,24.68,118.15,China
ZHANJIANG,21.2,110.4,China
ZHAPU,30.58,121.08,China
ZHUHAI,22.23,113.58,China
ABENRA,55.05,9.43,Denmark
ALBORG,57.05,9.93,Denmark
ARHUS,56.15,10.22,Denmark
PUERTO DE BILBAO,43.35,-3.05,Spain
ABU ZABY,24.5,54.33,United Arab Emirates
AOMORI KO,40.83,140.75,Japan
RODHOS,36.45,28.23,Greece
EL-ADABIYA,29.87,32.47,Egypt
ADAK NAVAL AIR STATION,51.87,-176.63,United States
PORT ADELAIDE,-34.85,138.5,Australia
MILIANA,39.17,23.22,Greece
ANDRES (ANDRES LNG TERMINAL),18.43,-69.63,Dominican Republic
AGBAMI OIL TERMINAL,3.47,5.57,Nigeria
STILIS,38.92,22.62,Greece
MEGARA OIL TERMINAL,37.97,23.4,Greece
TRANNESET,60.42,5.02,Norway
AIN SUKHNA TERMINAL,29.58,32.37,Egypt
NORTH AIN SUKHNA PORT,29.65,32.37,Egypt
PORT D' AJACCIO,41.92,8.75,France
KATSUNAN KO,35.67,139.98,Japan
AKPO OIL TERMINAL,3.13,6.82,Nigeria
AL-BASRA OIL TERMINAL,29.68,48.82,Iraq
AL RAYYAN TERMINAL,26.65,51.55,Qatar
SITRAH,26.17,50.67,Bahrain
PALUA,8.37,-62.68,Venezuela
PUERTO DE ALCUDIA,39.83,3.13,Spain
AL ISKANDARIYH (ALEXANDRIA),31.17,29.83,Egypt
ALEXANDROUPOLI,40.83,25.88,Greece
ALGER,36.77,3.07,Algeria
ORMOS ALIVERIOU,38.38,24.05,Greece
KABA BURNU,40.77,29.53,Turkey
AMBARLI,40.97,28.7,Turkey
AMUAY (BAHIA DE AMUAY),11.75,-70.23,Venezuela
BAHIA DE ANCON,-11.75,-77.18,Peru
PUERTO MARITIMO DE GUAYAQUIL,-2.28,-79.9,Ecuador
KIETA,-6.22,155.63,Papua New Guinea
NEW WESTMINSTER,49.2,-122.92,Canada
ANTAN OIL TERMINAL,4.22,8.33,Nigeria
PORT DU HAVRE-ANTIFER,49.65,0.15,France
ANTWERPEN,51.22,4.4,Belgium
ANYER LOR,-6.05,105.92,Indonesia
TANJUNG GEREM,-5.97,105.98,Indonesia
AOKATA,32.98,129.07,Japan
APRA HARBOR,13.45,144.62,Guam
AL AQABAH,29.52,35.0,Jordan
ELAT,29.55,34.95,Israel
SCHIEDAM,51.9,4.4,Netherlands
ARDJUNA OIL FIELD,-5.88,107.72,Indonesia
RADA DE ARICA,-18.47,-70.33,Chile
PORT SOCONY,40.55,-74.25,United States
PAARDEN BAAI - (ORANJESTAD),12.52,-70.03,Aruba
NORTH POINT,-7.88,-14.37,Saint Helena
ASH SHIHR OIL TERMINAL,14.73,49.5,Yemen
ASHQELON,31.67,34.5,Israel
ASHTART OIL TERMINAL,34.28,11.38,Tunisia
ASPROPIRGOS,38.03,23.6,Greece
BANDAR-E PARS TERMINAL,27.53,52.53,Iran
IRAKLION,35.35,25.15,Greece
PORT COSTA,38.05,-122.18,United States
KARLSBORG,65.8,23.28,Sweden
BOTAS DORTYOL OIL TERMINAL,36.87,36.13,Turkey
AZ ZAWIYA,32.8,12.72,Libya
DUMAGUETE,9.32,123.3,Philippines
BONTANG LNG TERMINAL,0.1,117.48,Indonesia
ERDEK,40.38,27.8,Turkey
NEATH,51.63,-3.83,United Kingdom
BAHIA DE LAS MINAS,9.4,-79.82,Panama
MINA SALMAN,26.2,50.63,Bahrain
BARKAN OIL-LOADING TERMINAL,29.73,50.17,Iran
BAIE COMEAU,49.23,-68.13,Canada
BANDAR KHOMEYNI,30.43,49.08,Iran
BANDAR-E MAHSHAHR,30.47,49.18,Iran
BANDAR TAHERI OFFSHORE TERMINAL,27.65,52.35,Iran
BANIYAS,35.18,35.95,Syria
BAOBAB MARINE TERMINAL,4.97,-4.55,Côte d'Ivoire
BARBERS POINT TERMINAL,21.27,-158.1,United States
SINCO,29.72,-95.23,United States
PUERTO CHANARAL,-26.35,-70.65,Chile
CASTLE BAY,56.95,-7.48,United Kingdom
BESHAYER OIL TERMINAL,19.4,37.32,Sudan
PUERTO BAYOVAR,-5.83,-81.05,Peru
NORSWORTHY,29.73,-95.2,United States
PORT BAYSIDE NB,45.15,-67.13,Canada
SERPENTINA TERMINAL,3.8,8.08,Equatorial Guinea
BAYRUT,33.9,35.5,Lebanon
MUUGA-PORT OF TALLIN,59.5,24.95,Estonia
BELANAK FIELD TERMINAL,4.15,106.25,Indonesia
PORT DALRYMPLE,-41.13,146.83,Australia
PUERTO SAN MARTIN,-32.72,-60.73,Argentina
BANGHAZI,32.12,20.05,Libya
ARZEW EL DJEDID,35.82,-0.25,Algeria
BINTULU PORT,3.27,113.07,Malaysia
BIRD PORT,51.57,-2.97,United Kingdom
TOROS GUBRE,36.92,35.97,Turkey
PUERTO DE PASAJES,43.33,-1.93,Spain
BANZART,37.28,9.88,Tunisia
BLANGLANCANG,5.23,97.1,Indonesia
BLUFF HARBOR,-46.6,168.33,New Zealand
MERAK MAS TERMINAL,-5.92,105.98,Indonesia
ULVVIK,62.67,17.87,Sweden
MUMBAI (BOMBAY),18.97,72.87,India
SALINA,12.08,-68.28,"Bonaire, Sint Eustatius and Saba"
BOTAS,36.88,35.93,Turkey
BOTAS NATURAL GAS TERMINAL,41.0,27.98,Turkey
VLAARDINGEN,51.9,4.35,Netherlands
BOURI OIL FIELD,33.9,12.65,Libya
MAURER,40.53,-74.25,United States
BRAEFOOT BAY TERMINAL,56.03,-3.32,United Kingdom
KEPPEL - (EAST SINGAPORE),1.28,103.85,Singapore
BRASS OIL TERMINAL,4.07,6.28,Nigeria
BRISTOL,41.67,-71.27,United States
RADE DE BREST,48.38,-4.5,France
LAMLASH HARBOR,55.53,-5.12,United Kingdom
BRUNSBUTTEL ELBAHAFEN,53.88,9.17,Germany
TONGHAE,37.53,129.15,South Korea
MUKHO,37.57,129.12,South Korea
BULLEN BAAI,12.18,-69.03,Curaçao
SCAPA BAY,58.95,-2.98,United Kingdom
PUSAN,35.1,129.03,South Korea
DTSE / GEGUA OIL TERMINAL,-22.82,-43.15,Brazil
JAWAHARLAL NEHRU PORT (NHAVA SHIVA),18.95,72.95,India
BUTINGE OIL TERMINAL,56.03,20.95,Lithuania
PULAU PINANG,5.42,100.35,Malaysia
BUTZFLETH,53.65,9.52,Germany
PORT DE CAEN,49.18,-0.35,France
CALCUTTA,22.55,88.33,India
PUERTO CALDERA,-27.05,-70.83,Chile
PUERTO CALDERA,9.92,-84.72,Costa Rica
PUERTO DEL CALLAO,-12.05,-77.15,Peru
GALEOTA POINT TERMINAL,10.13,-60.98,Trinidad and Tobago
RADA DI VADO,44.27,8.43,Italy
ST JOHN,45.27,-66.05,Canada
CANAPORT (ST. JOHN),45.2,-65.98,Canada
LIMBOH TERMINAL,3.98,9.15,Cameroon
CAPE PALMAS,4.37,-7.72,Liberia
PUERTO DE CARBONERAS,37.0,-1.88,Spain
EL GRAO,39.97,0.02,Spain
BURRIANA,39.88,-0.05,Spain
CAYO ARCAS TERMINAL,20.17,-91.98,Mexico
CEBU,10.3,123.9,Philippines
CEIBA TERMINAL,1.42,9.23,Equatorial Guinea
EUROPA POINT,36.13,-5.35,Gibraltar
MOUDI MARINE TERMINAL,4.12,8.48,Cameroon
KUNSAN,35.98,126.62,South Korea
ZHANGJIANGANG,31.97,120.4,China
CHATHAM DOCKS,51.4,0.55,United Kingdom
CHENNAI (MADRAS),13.1,80.3,India
RADE DE CHERBOURG,49.65,-1.63,France
CHIBA KO,35.58,140.07,Japan
CHI-LUNG,25.13,121.77,Taiwan
PUERTO DE CHIMBOTE,-9.08,-78.62,Peru
TRINCOMALEE HARBOR,8.55,81.22,Sri Lanka
PORTO DI CHIOGGIA,45.23,12.3,Italy
KHIOS,38.37,26.13,Greece
CHITTAGONG,22.32,91.82,Bangladesh
SHEKOU,22.47,113.87,China
ILLICHIVSK,46.3,30.65,Ukraine
PORT LYTTELTON,-43.6,172.72,New Zealand
PUERTO PRODECO,11.15,-74.22,Colombia
CINTA OIL TERMINAL,-5.5,106.23,Indonesia
GEORGETOWN,-7.93,-14.42,Saint Helena
KILROOT,54.73,-5.72,United Kingdom
KOCHI (COCHIN),9.97,76.23,India
PUERTO COLON,9.37,-79.88,Panama
GRAND CUL DE SAC BAY,13.98,-61.02,Saint Lucia
PUERTO CRISTOBAL,9.35,-79.92,Panama
COME BY CHANCE HARBOR,47.8,-54.02,Canada
CONTRECOUR,45.88,-73.2,Canada
LONDONDERRY,55.0,-7.32,United Kingdom
KOBENHAVN,55.7,12.62,Denmark
TUBORG,55.72,12.58,Denmark
LA CORUNA,43.37,-8.4,Spain
SAN MIGUEL DE COZUMEL,20.5,-86.97,Mexico
BURLINGTON,40.08,-74.87,United States
